BalancePlatform,AccountHolder,BalanceAccount,Category,Type,Status,Transfer Id,Transaction Id,Psp Payment Merchant Reference,Psp Payment Psp Reference,Psp Modification Psp Reference,Psp Modification Merchant Reference,Reference,Description,Booking Date,Booking Date TimeZone,Value Date,Value Date TimeZone,Currency,Amount,Starting Balance Currency,Starting Balance,Ending Balance Currency,Ending Balance,Reserved1,Reserved2,Reserved3,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,Reserved9,Reserved10
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AL10CZQP1B2I3,T02AL308E7ULIBF9,GREEN-GARDEN-001-ORD-12-017,P02AL20A8TGJRYTV,,,GREEN-GARDEN-001-ORD-12-017,Order GREEN-GARDEN-001-ORD-12-017,12/07/2024 10:45,EST,14/07/2024 00:00,EST,USD,17.96,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002ALD0IB2CDRT4J,T02ALF0XEZVOARC8,GREEN-GARDEN-001-ORD-12-021,P02ALE0GKIRM6ZXB,,,GREEN-GARDEN-001-ORD-12-021,Order GREEN-GARDEN-001-ORD-12-021,12/07/2024 11:10,EST,14/07/2024 00:00,EST,USD,34.42,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AN407Z3OOYY5P,T02AN60KLNYS90GH,GREEN-GARDEN-001-ORD-12-042,P02AN50XTTRH0GTR,,,GREEN-GARDEN-001-ORD-12-042,Order GREEN-GARDEN-001-ORD-12-042,12/07/2024 11:23,EST,14/07/2024 00:00,EST,USD,28.02,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002ANP0GJR85I93T,T02ANR0HPJXCLPZZ,GREEN-GARDEN-001-ORD-12-048,P02ANQ02IIB45RER,,,GREEN-GARDEN-001-ORD-12-048,Order GREEN-GARDEN-001-ORD-12-048,12/07/2024 11:36,EST,14/07/2024 00:00,EST,USD,26.35,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002ALM0D7D6B7FLS,T02ALO07X13HKEHQ,GREEN-GARDEN-001-ORD-12-024,P02ALN055XTITUXG,,,GREEN-GARDEN-001-ORD-12-024,Order GREEN-GARDEN-001-ORD-12-024,12/07/2024 11:45,EST,14/07/2024 00:00,EST,USD,43.32,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AN70C0BTLXQ2K,T02AN90CXNHWF6HM,GREEN-GARDEN-001-ORD-12-043,P02AN807X2RNG1ON,,,GREEN-GARDEN-001-ORD-12-043,Order GREEN-GARDEN-001-ORD-12-043,12/07/2024 11:48,EST,14/07/2024 00:00,EST,USD,41.92,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AKP0NZEWB5UR3,T02AKR07J3VMDXH4,GREEN-GARDEN-001-ORD-12-013,P02AKQ06WE0XSI72,,,GREEN-GARDEN-001-ORD-12-013,Order GREEN-GARDEN-001-ORD-12-013,12/07/2024 12:19,EST,14/07/2024 00:00,EST,USD,42.04,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AKS0MWN0BNIRK,T02AKU01VMEYWHPN,GREEN-GARDEN-001-ORD-12-014,P02AKT06Z4BSKP4O,,,GREEN-GARDEN-001-ORD-12-014,Order GREEN-GARDEN-001-ORD-12-014,12/07/2024 13:03,EST,14/07/2024 00:00,EST,USD,10.89,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002ANJ0OY3OU06G8,T02ANL0HWTOPL04Z,GREEN-GARDEN-001-ORD-12-046,P02ANK01TLYNRYX6,,,GREEN-GARDEN-001-ORD-12-046,Order GREEN-GARDEN-001-ORD-12-046,12/07/2024 13:30,EST,14/07/2024 00:00,EST,USD,27.01,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AMG0GHAX4MDD2,T02AMI07G3GJWN7J,GREEN-GARDEN-001-ORD-12-034,P02AMH03KOO2YO8F,,,GREEN-GARDEN-001-ORD-12-034,Order GREEN-GARDEN-001-ORD-12-034,12/07/2024 13:35,EST,14/07/2024 00:00,EST,USD,30.14,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002ALS080KWYLV7K,T02ALU0LYISPUTUO,GREEN-GARDEN-001-ORD-12-026,P02ALT0CC3VFVHK2,,,GREEN-GARDEN-001-ORD-12-026,Order GREEN-GARDEN-001-ORD-12-026,12/07/2024 13:36,EST,14/07/2024 00:00,EST,USD,11.14,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AKD0GYHV2DKBI,T02AKF0MJ4NI8JTE,GREEN-GARDEN-001-ORD-12-009,P02AKE0ME03514QE,,,GREEN-GARDEN-001-ORD-12-009,Order GREEN-GARDEN-001-ORD-12-009,12/07/2024 14:06,EST,14/07/2024 00:00,EST,USD,10.93,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AMP0XQ6WP22X3,T02AMR0TFPF3DR0C,GREEN-GARDEN-001-ORD-12-037,P02AMQ0AMMWKWDXI,,,GREEN-GARDEN-001-ORD-12-037,Order GREEN-GARDEN-001-ORD-12-037,12/07/2024 14:25,EST,14/07/2024 00:00,EST,USD,48.04,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AL70LV9H0HHJS,T02AL90A2B707GYK,GREEN-GARDEN-001-ORD-12-019,P02AL80USX101G8Y,,,GREEN-GARDEN-001-ORD-12-019,Order GREEN-GARDEN-001-ORD-12-019,12/07/2024 14:41,EST,14/07/2024 00:00,EST,USD,11.85,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AJY01BWSHHKR3,T02AK00K41XNANIT,GREEN-GARDEN-001-ORD-12-004,P02AJZ0W5HCSNB64,,,GREEN-GARDEN-001-ORD-12-004,Order GREEN-GARDEN-001-ORD-12-004,12/07/2024 14:58,EST,14/07/2024 00:00,EST,USD,37.05,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002ALV06SAIU7L30,T02ALX09Z8H6G2CB,GREEN-GARDEN-001-ORD-12-027,P02ALW05UMPO3PLM,,,GREEN-GARDEN-001-ORD-12-027,Order GREEN-GARDEN-001-ORD-12-027,12/07/2024 15:00,EST,14/07/2024 00:00,EST,USD,46.26,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002ALA0HG4D0CEF8,T02ALC0DWBIS89A7,GREEN-GARDEN-001-ORD-12-020,P02ALB0D08TNJ3QI,,,GREEN-GARDEN-001-ORD-12-020,Order GREEN-GARDEN-001-ORD-12-020,12/07/2024 16:00,EST,14/07/2024 00:00,EST,USD,15.01,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002ALG0GMVPBIB99,T02ALI0MMIOGQ71D,GREEN-GARDEN-001-ORD-12-022,P02ALH0M4A2SRWS5,,,GREEN-GARDEN-001-ORD-12-022,Order GREEN-GARDEN-001-ORD-12-022,12/07/2024 16:14,EST,14/07/2024 00:00,EST,USD,35.79,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002ANG079O7CU13Z,T02ANI0E2305L1XE,GREEN-GARDEN-001-ORD-12-045,P02ANH0BBEQBWJZ5,,,GREEN-GARDEN-001-ORD-12-045,Order GREEN-GARDEN-001-ORD-12-045,12/07/2024 16:29,EST,14/07/2024 00:00,EST,USD,43.79,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AMS0R798RGG4R,T02AMU0BB6ASSPZY,GREEN-GARDEN-001-ORD-12-038,P02AMT0JM4O6U7Y8,,,GREEN-GARDEN-001-ORD-12-038,Order GREEN-GARDEN-001-ORD-12-038,12/07/2024 17:19,EST,14/07/2024 00:00,EST,USD,21.75,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AJS0HGQ2OKAJW,T02AJU06EW1R5F1D,GREEN-GARDEN-001-ORD-12-002,P02AJT03AOKGEP2Q,,,GREEN-GARDEN-001-ORD-12-002,Order GREEN-GARDEN-001-ORD-12-002,12/07/2024 17:29,EST,14/07/2024 00:00,EST,USD,36.69,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AND0UQCQ6SI2B,T02ANF0SYBAUNRYS,GREEN-GARDEN-001-ORD-12-044,P02ANE0ARBDPMVO1,,,GREEN-GARDEN-001-ORD-12-044,Order GREEN-GARDEN-001-ORD-12-044,12/07/2024 17:30,EST,14/07/2024 00:00,EST,USD,22.45,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,refund,refunded,0029WA0UMD7LRNA6,T029WC0ZKCXA2OKF,GREEN-GARDEN-001-ORD-06-057-REF,P029WB0KQUTTRW3Z,,,GREEN-GARDEN-001-ORD-06-057-REF,Order GREEN-GARDEN-001-ORD-06-057-REF,12/07/2024 18:30,EST,14/07/2024 18:30,EST,USD,-27.58,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AM106KFIF7URG,T02AM30LQ9EEUYSN,GREEN-GARDEN-001-ORD-12-029,P02AM20GVVLXUJEP,,,GREEN-GARDEN-001-ORD-12-029,Order GREEN-GARDEN-001-ORD-12-029,12/07/2024 18:34,EST,14/07/2024 00:00,EST,USD,34.56,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AKV08OUC372OE,T02AKX0D2878FOPN,GREEN-GARDEN-001-ORD-12-015,P02AKW02CT6LRJQJ,,,GREEN-GARDEN-001-ORD-12-015,Order GREEN-GARDEN-001-ORD-12-015,12/07/2024 18:44,EST,14/07/2024 00:00,EST,USD,8.97,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AK40WAT44G6PL,T02AK60OSJZ91X02,GREEN-GARDEN-001-ORD-12-006,P02AK50OYJ4JGJ6M,,,GREEN-GARDEN-001-ORD-12-006,Order GREEN-GARDEN-001-ORD-12-006,12/07/2024 19:02,EST,14/07/2024 00:00,EST,USD,47.79,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AK70YA1VB4K7G,T02AK90T9C9E0V92,GREEN-GARDEN-001-ORD-12-007,P02AK80C72DZYBEO,,,GREEN-GARDEN-001-ORD-12-007,Order GREEN-GARDEN-001-ORD-12-007,12/07/2024 19:05,EST,14/07/2024 00:00,EST,USD,34.59,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AKG0TZN3F2DEU,T02AKI0UP18BOQ4V,GREEN-GARDEN-001-ORD-12-010,P02AKH0D7A84GI44,,,GREEN-GARDEN-001-ORD-12-010,Order GREEN-GARDEN-001-ORD-12-010,12/07/2024 19:47,EST,14/07/2024 00:00,EST,USD,27.45,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AKM0JXNXP1CYR,T02AKO0XANQ0HPI3,GREEN-GARDEN-001-ORD-12-012,P02AKN04BP5XE2SF,,,GREEN-GARDEN-001-ORD-12-012,Order GREEN-GARDEN-001-ORD-12-012,12/07/2024 19:58,EST,14/07/2024 00:00,EST,USD,14.28,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AKY0B7FJNAVZB,T02AL00U9I97KXIB,GREEN-GARDEN-001-ORD-12-016,P02AKZ0N6HR6PNP3,,,GREEN-GARDEN-001-ORD-12-016,Order GREEN-GARDEN-001-ORD-12-016,12/07/2024 19:58,EST,14/07/2024 00:00,EST,USD,8.95,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002ANM0C9TZ2SL3P,T02ANO08KZ0J7ZM7,GREEN-GARDEN-001-ORD-12-047,P02ANN031EAXFJAQ,,,GREEN-GARDEN-001-ORD-12-047,Order GREEN-GARDEN-001-ORD-12-047,12/07/2024 20:13,EST,14/07/2024 00:00,EST,USD,22.75,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AKJ0WFKDAZG9E,T02AKL0UBUE5V1TP,GREEN-GARDEN-001-ORD-12-011,P02AKK0UUEU9CPEZ,,,GREEN-GARDEN-001-ORD-12-011,Order GREEN-GARDEN-001-ORD-12-011,12/07/2024 20:21,EST,14/07/2024 00:00,EST,USD,30.53,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AJV0PANBKRFEF,T02AJX02ZIDNV61Y,GREEN-GARDEN-001-ORD-12-003,P02AJW05VZ0TG4QJ,,,GREEN-GARDEN-001-ORD-12-003,Order GREEN-GARDEN-001-ORD-12-003,12/07/2024 20:42,EST,14/07/2024 00:00,EST,USD,18.86,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AJP0O5CTM4MYT,T02AJR0FR38STUO8,GREEN-GARDEN-001-ORD-12-001,P02AJQ0IJG48PTBP,,,GREEN-GARDEN-001-ORD-12-001,Order GREEN-GARDEN-001-ORD-12-001,12/07/2024 20:48,EST,14/07/2024 00:00,EST,USD,17.99,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AMA0JQPMARRHI,T02AMC00GG4OE6OK,GREEN-GARDEN-001-ORD-12-032,P02AMB0MZWP3NYQD,,,GREEN-GARDEN-001-ORD-12-032,Order GREEN-GARDEN-001-ORD-12-032,12/07/2024 21:04,EST,14/07/2024 00:00,EST,USD,36.05,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AM7050DAPOT5L,T02AM90THTT3BFXT,GREEN-GARDEN-001-ORD-12-031,P02AM800DP8V5DUB,,,GREEN-GARDEN-001-ORD-12-031,Order GREEN-GARDEN-001-ORD-12-031,12/07/2024 21:22,EST,14/07/2024 00:00,EST,USD,11.48,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AM40AGACN2XOY,T02AM60MKN58GVD2,GREEN-GARDEN-001-ORD-12-030,P02AM507Q8W6ICES,,,GREEN-GARDEN-001-ORD-12-030,Order GREEN-GARDEN-001-ORD-12-030,12/07/2024 21:26,EST,14/07/2024 00:00,EST,USD,17.37,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AMD0LEGNZHAOY,T02AMF02YZ37FFXL,GREEN-GARDEN-001-ORD-12-033,P02AME0QGUVYXUGB,,,GREEN-GARDEN-001-ORD-12-033,Order GREEN-GARDEN-001-ORD-12-033,12/07/2024 21:36,EST,14/07/2024 00:00,EST,USD,44.25,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002ALP0R7O6245BM,T02ALR0N08BL2UX0,GREEN-GARDEN-001-ORD-12-025,P02ALQ0ST1GA8DN0,,,GREEN-GARDEN-001-ORD-12-025,Order GREEN-GARDEN-001-ORD-12-025,12/07/2024 21:53,EST,14/07/2024 00:00,EST,USD,13.41,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002APM05PG1H4G3L,T02APO0SRHPT0K8O,GREEN-GARDEN-001-ORD-13-023,P02APN03IPDKCDG1,,,GREEN-GARDEN-001-ORD-13-023,Order GREEN-GARDEN-001-ORD-13-023,13/07/2024 08:01,EST,15/07/2024 00:00,EST,USD,47.39,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002ANV0C0D445QEU,T02ANX0KKYO7DOKL,GREEN-GARDEN-001-ORD-13-002,P02ANW0BBF4QC4SF,,,GREEN-GARDEN-001-ORD-13-002,Order GREEN-GARDEN-001-ORD-13-002,13/07/2024 08:11,EST,15/07/2024 00:00,EST,USD,46.37,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AP40RAA6RIKKZ,T02AP60MVVPH2VZJ,GREEN-GARDEN-001-ORD-13-017,P02AP50JRLFTOUHW,,,GREEN-GARDEN-001-ORD-13-017,Order GREEN-GARDEN-001-ORD-13-017,13/07/2024 08:27,EST,15/07/2024 00:00,EST,USD,13.3,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AR10BMA1WO9M6,T02AR30C7RJICFHE,GREEN-GARDEN-001-ORD-13-040,P02AR20G20IJ9BFL,,,GREEN-GARDEN-001-ORD-13-040,Order GREEN-GARDEN-001-ORD-13-040,13/07/2024 09:08,EST,15/07/2024 00:00,EST,USD,10.72,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AQY0Z7LSOVDLV,T02AR006AXWEEC2V,GREEN-GARDEN-001-ORD-13-039,P02AQZ0JOGK83VPP,,,GREEN-GARDEN-001-ORD-13-039,Order GREEN-GARDEN-001-ORD-13-039,13/07/2024 09:18,EST,15/07/2024 00:00,EST,USD,21.07,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002ARG0217WZ9B0D,T02ARI0CGKAZ7L0K,GREEN-GARDEN-001-ORD-13-045,P02ARH05WG24862F,,,GREEN-GARDEN-001-ORD-13-045,Order GREEN-GARDEN-001-ORD-13-045,13/07/2024 09:25,EST,15/07/2024 00:00,EST,USD,46.25,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AQS07PAAZ2UP2,T02AQU0TS04ME0EA,GREEN-GARDEN-001-ORD-13-037,P02AQT0V3HSD36X1,,,GREEN-GARDEN-001-ORD-13-037,Order GREEN-GARDEN-001-ORD-13-037,13/07/2024 09:34,EST,15/07/2024 00:00,EST,USD,32.24,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AQ40CIJHIWJF4,T02AQ60EAMLD7E04,GREEN-GARDEN-001-ORD-13-029,P02AQ50NL2B40M12,,,GREEN-GARDEN-001-ORD-13-029,Order GREEN-GARDEN-001-ORD-13-029,13/07/2024 10:05,EST,15/07/2024 00:00,EST,USD,34.87,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002ARA0613TK5PWX,T02ARC0YTI1Q8J1R,GREEN-GARDEN-001-ORD-13-043,P02ARB0M3E9HCR8D,,,GREEN-GARDEN-001-ORD-13-043,Order GREEN-GARDEN-001-ORD-13-043,13/07/2024 10:41,EST,15/07/2024 00:00,EST,USD,31.55,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AO701TEV7JC8E,T02AO9097GPH7B3P,GREEN-GARDEN-001-ORD-13-006,P02AO80LW197PTXX,,,GREEN-GARDEN-001-ORD-13-006,Order GREEN-GARDEN-001-ORD-13-006,13/07/2024 10:56,EST,15/07/2024 00:00,EST,USD,10.68,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AQ70I8H5LR19D,T02AQ903JY54L9YP,GREEN-GARDEN-001-ORD-13-030,P02AQ803RWD6YVRO,,,GREEN-GARDEN-001-ORD-13-030,Order GREEN-GARDEN-001-ORD-13-030,13/07/2024 11:40,EST,15/07/2024 00:00,EST,USD,13.99,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,refund,refunded,002A1G0WRZ7MBDH7,T02A1I0NHS9TFPSA,GREEN-GARDEN-001-ORD-07-049-REF,P02A1H0RTESJS58W,,,GREEN-GARDEN-001-ORD-07-049-REF,Order GREEN-GARDEN-001-ORD-07-049-REF,13/07/2024 11:45,EST,15/07/2024 11:45,EST,USD,-23.75,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AP704AZUPNSUN,T02AP90I8GYC9753,GREEN-GARDEN-001-ORD-13-018,P02AP80C1UAYKFFE,,,GREEN-GARDEN-001-ORD-13-018,Order GREEN-GARDEN-001-ORD-13-018,13/07/2024 12:34,EST,15/07/2024 00:00,EST,USD,20.34,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002APD021UL1WE5K,T02APF0TFMPA4CPJ,GREEN-GARDEN-001-ORD-13-020,P02APE06I247AMOU,,,GREEN-GARDEN-001-ORD-13-020,Order GREEN-GARDEN-001-ORD-13-020,13/07/2024 12:56,EST,15/07/2024 00:00,EST,USD,28.11,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AQG075AAQ04YB,T02AQI0SZ1KFK3Y4,GREEN-GARDEN-001-ORD-13-033,P02AQH02E50ZKC0S,,,GREEN-GARDEN-001-ORD-13-033,Order GREEN-GARDEN-001-ORD-13-033,13/07/2024 13:15,EST,15/07/2024 00:00,EST,USD,19.32,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AOA0E88G4T9H1,T02AOC0KTBMAR1S0,GREEN-GARDEN-001-ORD-13-007,P02AOB00ZQG59HZM,,,GREEN-GARDEN-001-ORD-13-007,Order GREEN-GARDEN-001-ORD-13-007,13/07/2024 13:23,EST,15/07/2024 00:00,EST,USD,45.46,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AOP0U0ZBSJS22,T02AOR04GMLIQBLL,GREEN-GARDEN-001-ORD-13-012,P02AOQ0F57XS5T9F,,,GREEN-GARDEN-001-ORD-13-012,Order GREEN-GARDEN-001-ORD-13-012,13/07/2024 14:02,EST,15/07/2024 00:00,EST,USD,34.91,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AOM0LGOT053H4,T02AOO00D0NERGCV,GREEN-GARDEN-001-ORD-13-011,P02AON0HP6IKFQZI,,,GREEN-GARDEN-001-ORD-13-011,Order GREEN-GARDEN-001-ORD-13-011,13/07/2024 14:08,EST,15/07/2024 00:00,EST,USD,10.71,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AOV08NGYPN2CN,T02AOX05WUGZPCA0,GREEN-GARDEN-001-ORD-13-014,P02AOW093C3ABQW8,,,GREEN-GARDEN-001-ORD-13-014,Order GREEN-GARDEN-001-ORD-13-014,13/07/2024 14:24,EST,15/07/2024 00:00,EST,USD,26.22,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AO10I2GP8HU5T,T02AO30TCNYHN8F0,GREEN-GARDEN-001-ORD-13-004,P02AO20Z5EGJ2IVL,,,GREEN-GARDEN-001-ORD-13-004,Order GREEN-GARDEN-001-ORD-13-004,13/07/2024 14:33,EST,15/07/2024 00:00,EST,USD,18.47,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AQA0RUD6JEVKO,T02AQC0O2CY6834F,GREEN-GARDEN-001-ORD-13-031,P02AQB0M4441QDIR,,,GREEN-GARDEN-001-ORD-13-031,Order GREEN-GARDEN-001-ORD-13-031,13/07/2024 14:52,EST,15/07/2024 00:00,EST,USD,43.87,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AOD04F0IDXUZI,T02AOF0L5FGIWEYU,GREEN-GARDEN-001-ORD-13-008,P02AOE02YZMJVPXP,,,GREEN-GARDEN-001-ORD-13-008,Order GREEN-GARDEN-001-ORD-13-008,13/07/2024 15:05,EST,15/07/2024 00:00,EST,USD,39.38,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002APS0DM7RWGUB1,T02APU03UOOOKD0U,GREEN-GARDEN-001-ORD-13-025,P02APT0PILHGAHA2,,,GREEN-GARDEN-001-ORD-13-025,Order GREEN-GARDEN-001-ORD-13-025,13/07/2024 15:34,EST,15/07/2024 00:00,EST,USD,19.46,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AR40L8CFDAC5A,T02AR60RFJL8K8ZW,GREEN-GARDEN-001-ORD-13-041,P02AR50R4WF6CBVB,,,GREEN-GARDEN-001-ORD-13-041,Order GREEN-GARDEN-001-ORD-13-041,13/07/2024 16:19,EST,15/07/2024 00:00,EST,USD,19.69,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002ANY09C1ECQVDX,T02AO003AYWSGTMO,GREEN-GARDEN-001-ORD-13-003,P02ANZ05KVUFJ9MS,,,GREEN-GARDEN-001-ORD-13-003,Order GREEN-GARDEN-001-ORD-13-003,13/07/2024 17:05,EST,15/07/2024 00:00,EST,USD,31.54,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002AO40IDC8WN0VP,T02AO60NRWB24J30,GREEN-GARDEN-001-ORD-13-005,P02AO50Y7IPVLNGK,,,GREEN-GARDEN-001-ORD-13-005,Order GREEN-GARDEN-001-ORD-13-005,13/07/2024 17:08,EST,15/07/2024 00:00,EST,USD,34.05,,,,,,,,,,,,,,
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,platformPayment,capture,captured,002ARD0J7RNII2VN,T02ARF0NDOK334RE,GREEN-GARDEN-001-ORD-13-044,P02ARE0T3LE44JPS,,,GREEN-GARDEN-001-ORD-13-044,Order GREEN-GARDEN-001-ORD-13-044,13/07/2024 17:26,EST,15/07/2024 00:00,EST,USD,21.6,,,,,,,,,,,,,,
