BalancePlatform,AccountHolder,BalanceAccount,AccountHolder Reference,AccountHolder Description,BalanceAccount Reference,BalanceAccount Description,Transfer Id,Transaction Id,Booking date,Booking date TimeZone,Value date,Value date TimeZone,Category,Type,Status,Currency,Balance (PC),Rolling Balance,Reference,Description,Counterparty Balance Account Id,Psp Payment Merchant Reference,Psp Payment Psp Reference,Payout Date
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002G9E0EJ4K09OHM,T02G9G07KGSA9FUA,2024-07-19 19:08:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,38.03,1074.71,SWIFT-DELIVERY-001-ORD-19-054,Order SWIFT-DELIVERY-001-ORD-19-054,,SWIFT-DELIVERY-001-ORD-19-054,P02G9F09IHWT1GJ1,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002G7507JKDVZBDM,T02G77065MIRWUNA,2024-07-19 19:12:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,26.1,1100.81,SWIFT-DELIVERY-001-ORD-19-028,Order SWIFT-DELIVERY-001-ORD-19-028,,SWIFT-DELIVERY-001-ORD-19-028,P02G7600W1SDM0XE,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002G6T0LK9C03OBB,T02G6V0GFBTYPXXL,2024-07-19 19:27:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,21.83,1122.64,SWIFT-DELIVERY-001-ORD-19-024,Order SWIFT-DELIVERY-001-ORD-19-024,,SWIFT-DELIVERY-001-ORD-19-024,P02G6U0XL6Y44YU7,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002G6Z05JXKBG90C,T02G710F8S1B11W3,2024-07-19 19:34:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,37.03,1159.67,SWIFT-DELIVERY-001-ORD-19-026,Order SWIFT-DELIVERY-001-ORD-19-026,,SWIFT-DELIVERY-001-ORD-19-026,P02G700ZWRPINVMX,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002G6Q02CX8UYFXQ,T02G6S00P1WG1T44,2024-07-19 19:48:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,19.04,1178.71,SWIFT-DELIVERY-001-ORD-19-023,Order SWIFT-DELIVERY-001-ORD-19-023,,SWIFT-DELIVERY-001-ORD-19-023,P02G6R07EXBGUCJ7,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002G8E01WS6JJMHZ,T02G8G0E1BY8CZKI,2024-07-19 19:48:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,35.49,1214.2,SWIFT-DELIVERY-001-ORD-19-042,Order SWIFT-DELIVERY-001-ORD-19-042,,SWIFT-DELIVERY-001-ORD-19-042,P02G8F0OUEZO5MLL,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002G6E0WAQRHUMQT,T02G6G03AA9COVNK,2024-07-19 20:30:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,8.17,1222.37,SWIFT-DELIVERY-001-ORD-19-020,Order SWIFT-DELIVERY-001-ORD-19-020,,SWIFT-DELIVERY-001-ORD-19-020,P02G6F0OTHLWI364,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002G4T0YRZO2PIUJ,T02G4V0YNW8JU1L3,2024-07-19 20:33:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,19.54,1241.91,SWIFT-DELIVERY-001-ORD-19-002,Order SWIFT-DELIVERY-001-ORD-19-002,,SWIFT-DELIVERY-001-ORD-19-002,P02G4U0BVE7VXTKN,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002G8809PK40GU1F,T02G8A00Y1D9XIPR,2024-07-19 20:47:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,33.23,1275.14,SWIFT-DELIVERY-001-ORD-19-040,Order SWIFT-DELIVERY-001-ORD-19-040,,SWIFT-DELIVERY-001-ORD-19-040,P02G890UEMOWY3T1,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002G4Q0ZUR7RI7WE,T02G4S0TCNZHIW0K,2024-07-19 20:51:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,14.6,1289.74,SWIFT-DELIVERY-001-ORD-19-001,Order SWIFT-DELIVERY-001-ORD-19-001,,SWIFT-DELIVERY-001-ORD-19-001,P02G4R0JUYHXKF0F,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002G620ZEPE5TI75,T02G640BBB1HLQW0,2024-07-19 21:16:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,33.12,1322.86,SWIFT-DELIVERY-001-ORD-19-016,Order SWIFT-DELIVERY-001-ORD-19-016,,SWIFT-DELIVERY-001-ORD-19-016,P02G6308OCPDT09Q,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002G5N0G17NMRGWX,T02G5P0MKBGB80VQ,2024-07-19 21:17:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,31.2,1354.06,SWIFT-DELIVERY-001-ORD-19-011,Order SWIFT-DELIVERY-001-ORD-19-011,,SWIFT-DELIVERY-001-ORD-19-011,P02G5O0B7H5O8MOC,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002G7B05TCQEF8AN,T02G7D03MODEUTR1,2024-07-19 21:31:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,16.14,1370.2,SWIFT-DELIVERY-001-ORD-19-030,Order SWIFT-DELIVERY-001-ORD-19-030,,SWIFT-DELIVERY-001-ORD-19-030,P02G7C0SVRVSMAJ7,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002G8K0UOXUJ4GBL,T02G8M02Z55N4CF5,2024-07-19 21:50:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,8.25,1378.45,SWIFT-DELIVERY-001-ORD-19-044,Order SWIFT-DELIVERY-001-ORD-19-044,,SWIFT-DELIVERY-001-ORD-19-044,P02G8L0XAZ6MMAO2,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002G5K0MTH74Z1HJ,T02G5M0Y6NEUOQCY,2024-07-19 21:55:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,23.52,1401.97,SWIFT-DELIVERY-001-ORD-19-010,Order SWIFT-DELIVERY-001-ORD-19-010,,SWIFT-DELIVERY-001-ORD-19-010,P02G5L0OSI1PJBCX,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002G9B0GI73N2ZVV,T02G9D08VN2D311P,2024-07-19 21:58:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,36.33,1438.3,SWIFT-DELIVERY-001-ORD-19-053,Order SWIFT-DELIVERY-001-ORD-19-053,,SWIFT-DELIVERY-001-ORD-19-053,P02G9C0WHH8CN4NF,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000005,BA3000000000000000000005,SWIFT-DELIVERY-001,Swift Delivery Co,BA-SWIFT-001,Swift Delivery - Main Account,002URH0N7MNRC5ZV,T02URI0Z7QGNXNBI,2024-07-21 07:00:00,EST,2024-07-21 07:00:00,EST,bank,bankTransfer,booked,USD,-1438.3,0,PAYOUT-SWIFT-DELIVERY-001-2024-07-21,Payout batch for Swift Delivery Co,,,,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BFD0NBRX1DFUD,T02BFF0GGNK6VU8S,2024-07-19 08:10:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,12.56,12.56,GREEN-GARDEN-001-ORD-19-025,Order GREEN-GARDEN-001-ORD-19-025,,GREEN-GARDEN-001-ORD-19-025,P02BFE0N2B6PIMSY,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BFS04SDXJB0EG,T02BFU0WSIJG5AK7,2024-07-19 08:21:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,37.31,49.87,GREEN-GARDEN-001-ORD-19-030,Order GREEN-GARDEN-001-ORD-19-030,,GREEN-GARDEN-001-ORD-19-030,P02BFT0JSR2V8M8Y,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BEG0TI3IPWN57,T02BEI08RCRGKUIM,2024-07-19 08:36:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,25.34,75.21,GREEN-GARDEN-001-ORD-19-015,Order GREEN-GARDEN-001-ORD-19-015,,GREEN-GARDEN-001-ORD-19-015,P02BEH0KMXKEBYIS,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BHD0Q9YBQ2YGE,T02BHF0V0C1VZU9E,2024-07-19 08:39:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,45.37,120.58,GREEN-GARDEN-001-ORD-19-048,Order GREEN-GARDEN-001-ORD-19-048,,GREEN-GARDEN-001-ORD-19-048,P02BHE0X2ICY7O7N,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BF403WPO8WTJR,T02BF608L5TEODSY,2024-07-19 08:42:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,26.63,147.21,GREEN-GARDEN-001-ORD-19-023,Order GREEN-GARDEN-001-ORD-19-023,,GREEN-GARDEN-001-ORD-19-023,P02BF50CPIZ7X3LO,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BFJ0FPOG18YXI,T02BFL09CYOZSLGY,2024-07-19 09:08:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,32.75,179.96,GREEN-GARDEN-001-ORD-19-027,Order GREEN-GARDEN-001-ORD-19-027,,GREEN-GARDEN-001-ORD-19-027,P02BFK02UVDJNWX7,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BHG03WQP9QT0O,T02BHI0C9CN05BOO,2024-07-19 09:25:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,40.65,220.61,GREEN-GARDEN-001-ORD-19-049,Order GREEN-GARDEN-001-ORD-19-049,,GREEN-GARDEN-001-ORD-19-049,P02BHH03SYNRGEMX,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BIV0RL1MKEI7D,T02BIX0D9KNAK0IV,2024-07-19 09:46:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,10.59,231.2,GREEN-GARDEN-001-ORD-19-066,Order GREEN-GARDEN-001-ORD-19-066,,GREEN-GARDEN-001-ORD-19-066,P02BIW0L97N79KVF,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BIS0N9MG1GUZB,T02BIU030CPA0TDT,2024-07-19 10:02:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,48.37,279.57,GREEN-GARDEN-001-ORD-19-065,Order GREEN-GARDEN-001-ORD-19-065,,GREEN-GARDEN-001-ORD-19-065,P02BIT0SIPQOW0G1,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BDV062IM23V9U,T02BDX0KLO290B5K,2024-07-19 10:23:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,26.98,306.55,GREEN-GARDEN-001-ORD-19-008,Order GREEN-GARDEN-001-ORD-19-008,,GREEN-GARDEN-001-ORD-19-008,P02BDW02A3Z31JG4,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BGP01XOA6Y3V9,T02BGR0NX71VEN6P,2024-07-19 10:23:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,42.1,348.65,GREEN-GARDEN-001-ORD-19-041,Order GREEN-GARDEN-001-ORD-19-041,,GREEN-GARDEN-001-ORD-19-041,P02BGQ0LA413WHT8,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BE704ZOFXF1Y4,T02BE9011IGUSP0Q,2024-07-19 10:25:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,14.31,362.96,GREEN-GARDEN-001-ORD-19-012,Order GREEN-GARDEN-001-ORD-19-012,,GREEN-GARDEN-001-ORD-19-012,P02BE80RFOZOZ4KC,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BED08ZJMXF7PA,T02BEF05WXMXYUAC,2024-07-19 10:33:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,22.82,385.78,GREEN-GARDEN-001-ORD-19-014,Order GREEN-GARDEN-001-ORD-19-014,,GREEN-GARDEN-001-ORD-19-014,P02BEE0DNCEM5YET,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BGV0LAONMERX1,T02BGX0VQD58S2KV,2024-07-19 10:44:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,47.34,433.12,GREEN-GARDEN-001-ORD-19-043,Order GREEN-GARDEN-001-ORD-19-043,,GREEN-GARDEN-001-ORD-19-043,P02BGW0DSE477D1X,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BGJ0AZRU052S8,T02BGL0BNY9DNFFK,2024-07-19 11:06:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,14.96,448.08,GREEN-GARDEN-001-ORD-19-039,Order GREEN-GARDEN-001-ORD-19-039,,GREEN-GARDEN-001-ORD-19-039,P02BGK0IBNRMM4UO,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BDS02YLADP9CD,T02BDU025L842U9W,2024-07-19 11:14:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,46.93,495.01,GREEN-GARDEN-001-ORD-19-007,Order GREEN-GARDEN-001-ORD-19-007,,GREEN-GARDEN-001-ORD-19-007,P02BDT0EKV6IK58F,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BI708GC29VT37,T02BI90W6GOAYM36,2024-07-19 11:14:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,12.7,507.71,GREEN-GARDEN-001-ORD-19-058,Order GREEN-GARDEN-001-ORD-19-058,,GREEN-GARDEN-001-ORD-19-058,P02BI80DS6V5GJ8A,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BID088X7POQMD,T02BIF041VYD0WZ5,2024-07-19 11:22:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,15.91,523.62,GREEN-GARDEN-001-ORD-19-060,Order GREEN-GARDEN-001-ORD-19-060,,GREEN-GARDEN-001-ORD-19-060,P02BIE0PUXYB7TJ0,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BH10HKUZFCISG,T02BH3065VBZ2PY2,2024-07-19 11:24:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,42.05,565.67,GREEN-GARDEN-001-ORD-19-044,Order GREEN-GARDEN-001-ORD-19-044,,GREEN-GARDEN-001-ORD-19-044,P02BH203OE29AI39,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BHY053S7KZRYC,T02BI002M4L53F1V,2024-07-19 11:39:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,18.36,584.03,GREEN-GARDEN-001-ORD-19-055,Order GREEN-GARDEN-001-ORD-19-055,,GREEN-GARDEN-001-ORD-19-055,P02BHZ0YHVH2FZDE,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BH70X83F8X5WD,T02BH90UZHBOKA9K,2024-07-19 11:58:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,27.6,611.63,GREEN-GARDEN-001-ORD-19-046,Order GREEN-GARDEN-001-ORD-19-046,,GREEN-GARDEN-001-ORD-19-046,P02BH80Y1WOMIPSD,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BGG0UBYQJ8AS9,T02BGI0MKE750BVF,2024-07-19 12:37:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,32.01,643.64,GREEN-GARDEN-001-ORD-19-038,Order GREEN-GARDEN-001-ORD-19-038,,GREEN-GARDEN-001-ORD-19-038,P02BGH09TSUYR3OL,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BDM0ZZ0SEG9AP,T02BDO0JH50XKMSO,2024-07-19 12:48:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,10.24,653.88,GREEN-GARDEN-001-ORD-19-005,Order GREEN-GARDEN-001-ORD-19-005,,GREEN-GARDEN-001-ORD-19-005,P02BDN08MVYE4U42,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BEY07S72O3156,T02BF00LFUYTY7C4,2024-07-19 12:50:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,32.23,686.11,GREEN-GARDEN-001-ORD-19-021,Order GREEN-GARDEN-001-ORD-19-021,,GREEN-GARDEN-001-ORD-19-021,P02BEZ0A3D5X8CPP,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BEP0XM2TYOH6Y,T02BER0PJX4TP6A9,2024-07-19 13:08:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,9.61,695.72,GREEN-GARDEN-001-ORD-19-018,Order GREEN-GARDEN-001-ORD-19-018,,GREEN-GARDEN-001-ORD-19-018,P02BEQ0LTC7UA8WQ,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BFV0Z1KAP4BDT,T02BFX0WFXKN5MRR,2024-07-19 13:15:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,31.56,727.28,GREEN-GARDEN-001-ORD-19-031,Order GREEN-GARDEN-001-ORD-19-031,,GREEN-GARDEN-001-ORD-19-031,P02BFW05P75LHMJ1,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BH4039MKKE0CY,T02BH60E5KZXGF0O,2024-07-19 13:31:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,36.46,763.74,GREEN-GARDEN-001-ORD-19-045,Order GREEN-GARDEN-001-ORD-19-045,,GREEN-GARDEN-001-ORD-19-045,P02BH508CP2NRYZM,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BGD03EMLGZCX4,T02BGF09S6W2NFU6,2024-07-19 14:06:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,12.69,776.43,GREEN-GARDEN-001-ORD-19-037,Order GREEN-GARDEN-001-ORD-19-037,,GREEN-GARDEN-001-ORD-19-037,P02BGE02122EH89U,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BFG0RSY1A8FRZ,T02BFI0RKNYN1235,2024-07-19 14:25:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,26.95,803.38,GREEN-GARDEN-001-ORD-19-026,Order GREEN-GARDEN-001-ORD-19-026,,GREEN-GARDEN-001-ORD-19-026,P02BFH05PCU3ENF8,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BGA02F11I4X0U,T02BGC09EB8W01DK,2024-07-19 14:54:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,30.95,834.33,GREEN-GARDEN-001-ORD-19-036,Order GREEN-GARDEN-001-ORD-19-036,,GREEN-GARDEN-001-ORD-19-036,P02BGB0IPB17N45G,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BHV00H7EINTXA,T02BHX0TSX0R238N,2024-07-19 15:06:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,40.84,875.17,GREEN-GARDEN-001-ORD-19-054,Order GREEN-GARDEN-001-ORD-19-054,,GREEN-GARDEN-001-ORD-19-054,P02BHW0VIXLECSVW,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BHM0592653YX2,T02BHO0WMIVB41BK,2024-07-19 15:22:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,35.28,910.45,GREEN-GARDEN-001-ORD-19-051,Order GREEN-GARDEN-001-ORD-19-051,,GREEN-GARDEN-001-ORD-19-051,P02BHN0LMFQOKBUX,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BG709XHM1A28J,T02BG905JHCJO1CI,2024-07-19 15:36:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,36.63,947.08,GREEN-GARDEN-001-ORD-19-035,Order GREEN-GARDEN-001-ORD-19-035,,GREEN-GARDEN-001-ORD-19-035,P02BG80O5PB56633,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BEM0EAFSLPESL,T02BEO07GUEQYAY6,2024-07-19 15:51:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,35.8,982.88,GREEN-GARDEN-001-ORD-19-017,Order GREEN-GARDEN-001-ORD-19-017,,GREEN-GARDEN-001-ORD-19-017,P02BEN0JESKAOX69,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BHJ055J1NURQ5,T02BHL0MIQD6GQXY,2024-07-19 15:54:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,31.65,1014.53,GREEN-GARDEN-001-ORD-19-050,Order GREEN-GARDEN-001-ORD-19-050,,GREEN-GARDEN-001-ORD-19-050,P02BHK0248Q6TN3W,2024-07-21 07:00:00
DemoBalancePlatform,AH3000000000000000000004,BA3000000000000000000004,GREEN-GARDEN-001,Green Garden Cafe,BA-GARDEN-001,Green Garden - Main Account,002BDY0YCMFA6DGL,T02BE00P9JY0RO29,2024-07-19 15:56:00,EST,2024-07-21 00:00:00,EST,platformPayment,capture,captured,USD,24,1038.53,GREEN-GARDEN-001-ORD-19-009,Order GREEN-GARDEN-001-ORD-19-009,,GREEN-GARDEN-001-ORD-19-009,P02BDZ0S1LX1CLBB,2024-07-21 07:00:00
